G00093	163,54
G00094	182,54
G00097	201,54
G00098	220,54
G00095	182,71
G00099	201,71
G00108	223,81
G00109	223,98
G00110	223,115
G00111	223,132
G00112	223,149
G00113	249,81
G00114	249,98
G00115	249,115
G00116	249,132
G00117	249,149
G00118	264,81
G00119	264,98
G00120	264,115
G00121	264,132
G00122	264,149
G00123	197,98
G00124	197,115
G00125	197,132
G00126	197,149
G00128	206,132
G00129	232,132
G00127	181,132
G00130	172,98
G00131	172,132
G00132	172,165
G00169	249,53
G00170	264,53
G00001	291,35
G00002	291,50
G00003	291,63
G00004	291,79
G00005	291,94
C06022	586,31
C04652	607,31
C04824	607,49
C04932	627,31
C06025	688,31
C06026	726,31
C06398	753,31
C06397	777,31
C07838	794,31
C11472	814,31
C07836	834,31
C00338	739,21
C01212	516,220
C05892	516,280
C04702	516,325
C04851	516,344
C05893	516,359
C05894	516,374
C17541	516,389
C06427	336,149
C02737	370,231
C00350	336,231
C00570	321,219
C00346	300,219
C00307	321,195
C00588	300,195
C01241	348,219
C04308	348,196
C00416	405,207
C04046	327,255
C06040	344,255
C13508	300,207
C01264	420,296
C03820	420,308
C04598	420,325
C05977	377,284
C03201	377,298
C04475	377,313
C04756	377,325
C04635	360,325
C03454	394,325
C02686	325,303
C06125	347,303
C00550	300,325
C02934	235,303
C05965	282,207
C14823	237,195
C14776	237,179
C14812	260,195
C14822	260,179
C14768	220,219
C14772	242,219
C14769	220,232
C14773	242,232
C14770	220,245
C14774	242,245
C14748	201,170
C14749	176,182
C05956	128,207
C05356	176,195
C02166	144,213
C05951	144,232
C05966	155,219
C14781	155,232
C14782	155,245
C14813	124,232
C14814	124,244
C00427	106,207
C02198	106,184
C05963	106,171
C05964	106,158
C00639	72,192
C00584	72,207
C01312	106,219
C05961	106,232
C05962	106,245
C00696	78,219
C05957	78,232
C05958	78,245
C05953	54,207
C05955	37,207
C05954	21,207
C03242	183,225
C06426	183,245
C14826	128,260
C04785	353,149
C04672	370,149
C01226	388,149
C16332	388,164
C16338	388,178
C08491	453,178
C00422	327,233
C01190	163,172
C05272	475,423
C05273	454,423
C05260	454,390
C03221	432,423
C05262	432,390
C05275	411,423
C05264	411,390
C01944	390,455
C05276	390,423
C05266	390,390
C05270	368,455
C05271	368,423
C05268	368,390
C01144	347,390
C05764	313,472
C05763	313,440
C04633	313,407
C05762	313,374
C05761	291,472
C05760	291,440
C04688	291,407
C05759	291,374
C05223	270,472
C05758	270,440
C05757	270,407
C05756	270,374
C05755	248,472
C05754	248,440
C04619	248,407
C05753	248,374
C05752	227,472
C05751	227,440
C04620	227,407
C05750	227,374
C05749	206,472
C05748	206,440
C05747	206,407
C05746	206,374
C05745	184,472
C04246	184,440
C04618	184,407
C05744	184,374
C01209	218,352
C03939	184,331
C11434	450,491
C11435	400,491
C11436	354,491
C11453	311,491
C11811	242,491
C01143	236,508
C01107	265,508
C16239	242,484
C16236	242,498
C16237	261,484
C16238	283,484
C16241	304,484
C01561	280,572
C01673	297,572
C01921	140,703
C00751	134,527
C01054	154,527
C01724	175,527
C11455	195,527
C05108	216,527
C15808	238,527
C15816	258,527
C05103	280,527
C05437	280,544
C15882	108,582
C15883	108,602
C02483	108,623
C02477	108,638
C14152	98,623
C14151	98,602
C01902	154,544
C03845	280,561
C01189	259,561
C01164	238,561
C01802	215,544
C05107	238,544
C05439	259,544
C05443	259,572
C03594	196,561
C05455	176,561
C17339	154,561
C05453	154,574
C05454	154,587
C05446	154,601
C01301	154,614
C04722	154,628
C15613	154,641
C17343	154,654
C05460	154,667
C05467	154,694
C01794	154,713
C00695	127,713
C05451	176,574
C05452	176,587
C05444	176,601
C05445	176,614
C04554	176,628
C17345	176,641
C17346	176,654
C05447	176,667
C05122	140,723
C05500	195,576
C05502	235,576
C05501	215,592
C01176	193,619
C05488	193,632
C00735	193,646
C00762	193,658
C03205	215,632
C02140	215,646
C00535	280,581
C05294	297,581
C05295	314,581
C08830	134,544
C02141	134,557
C01943	134,570
C11508	134,584
C15776	134,597
C11522	134,611
C15777	134,625
C15780	134,638
C15781	134,652
C01595	183,260
C14827	183,281
C04717	168,281
C14825	148,281
C14771	201,255
C14775	201,272
C06124	300,252
C00319	300,283
C03692	313,281
C06037	313,297
C00344	405,272
C05980	370,272
C00540	761,267
C00903	735,267
C00521	89,471
C06099	99,471
C06308	132,449
C03190	118,460
C06304	118,471
C02462	118,481
C16424	153,484
C16428	153,458
C00371	153,429
C15545	173,454
C05421	83,455
C05414	83,427
C05430	83,397
C05431	83,370
C05432	83,347
C05435	83,328
C08586	114,347
C16276	148,347
C05433	114,404
C08590	137,404
C08601	159,404
C11899	75,597
C02035	61,621
C11895	75,573
C11897	75,585
C11700	75,609
C11900	75,621
C16524	75,633
C16482	239,677
C16476	342,650
C16474	239,650
C02814	327,732
C03676	350,732
C01163	307,662
C02222	363,634
C00846	349,611
C00512	208,699
C06758	365,722
C06588	397,638
C07212	370,650
C07213	386,650
C07208	355,662
C07216	370,662
C07209	386,662
C01454	386,722
C01468	358,707
C00633	334,707
C06677	386,707
C06756	334,722
C06757	350,722
C06670	244,707
C06671	261,707
C06387	279,707
C02949	296,707
C02370	279,726
C06329	363,622
C04706	363,609
C04729	363,596
C07095	363,579
C07094	363,565
C07093	363,551
C07092	363,537
C07097	385,622
C07099	403,622
C03434	403,596
C06321	397,681
C00805	295,681
C16210	295,668
C16204	295,654
C16203	295,641
C14315	295,628
C06202	280,681
C06203	280,668
C06204	280,654
C03012	280,641
C04314	280,628
C00829	280,614
C11422	250,628
C04468	250,640
C03164	250,654
C11425	250,668
C11426	265,681
C11427	265,668
C03203	265,654
C07729	227,690
C03569	250,690
C07731	280,690
C07732	333,622
C07733	333,643
C07734	333,662
C07715	140,732
C06712	174,732
C16262	194,732
C16263	216,732
C16264	232,732
C01606	249,732
C04783	266,732
C03233	287,732
C06322	208,712
C06749	208,726
C09821	208,741
C06714	208,754
C01455	358,747
C09816	232,747
C09817	167,747
C09818	167,720
C09819	167,699
C09820	187,699
C02480	321,662
C14610	321,643
C02232	349,587
C01278	307,635
C06593	316,519
C02378	316,538
C06102	316,553
C06104	316,570
C14143	349,537
C14144	349,553
C14145	349,569
C16473	224,650
C16479	206,650
C02364	186,650
C16480	224,638
C02371	224,625
C02359	221,677
C01124	215,657
C01780	215,679
C06791	436,504
C06792	437,525
C05668	664,498
C16737	548,313
C04631	582,220
C04257	582,319
C06241	582,346
C00691	509,313
C04287	528,313
C06892	569,313
C00309	734,184
C00474	765,184
C00325	471,261
C00508	783,171
C00312	733,141
C00447	489,523
C05843	1188,704
C03722	1233,605
C00857	1250,629
C02918	1166,677
C02723	1147,566
C06178	1147,595
C06179	1147,612
C00783	1147,629
C00729	1147,646
C02046	1147,682
C03325	1147,704
C01851	1147,716
C00745	1166,580
C01672	1014,661
C12455	1035,661
C06182	1077,661
C06183	1101,661
C00581	1189,495
C00300	1226,495
C02305	1226,516
C00791	1226,537
C15699	1132,580
C00515	1156,535
C00792	1177,535
C15700	1132,614
C15767	1132,648
C05842	1166,704
C00697	1021,509
C01118	896,487
C00671	952,505
C06157	664,476
C02512	776,543
C03069	851,479
C00719	917,381
C03167	653,372
C03557	672,372
C05673	690,372
C06614	713,404
C06613	749,404
C06611	764,404
C06609	780,404
C06615	713,381
C16348	749,381
C06612	764,381
C06610	780,381
C00493	856,363
C03680	907,374
C03232	717,319
C00606	896,286
C00785	886,374
C04916	750,303
C04896	750,283
C00944	764,388
C03175	907,363
C04409	886,397
C02220	780,397
C00423	786,267
C00519	917,286
C01678	917,267
C05122	954,286
C00593	934,336
C02514	996,247
C01061	987,267
C05580	1062,223
C05584	1092,223
C05576	1062,240
C05594	1092,240
C02642	959,154
C00386	981,176
C00544	927,247
C01036	950,267
C04302	972,303
C01302	1000,303
C00637	1000,383
C00398	1017,346
C00643	975,360
C00780	963,360
C00978	963,372
C01598	963,385
C05202	973,276
C02105	1000,285
C06167	1017,285
C05178	1034,285
C05179	1051,285
C05220	1068,285
C05322	1085,285
C06174	1141,301
C02106	1000,274
C05174	1000,261
C05175	1017,253
C06163	1017,267
C05189	1034,274
C05190	1034,261
C05191	1051,253
C05247	1051,267
C05194	1068,274
C05193	1068,261
C05316	1085,253
C03309	1052,380
C01852	1052,341
C07304	1079,341
C03470	1052,360
C11680	1052,424
C09024	1076,424
C11691	1079,402
C09244	1079,385
C09107	1125,402
C11641	1148,402
C05775	1222,436
C00966	1017,442
C00522	1034,442
C00864	1058,442
C03492	1078,442
C04352	1099,442
C01134	1121,442
C00882	1142,442
C00430	1100,328
C01051	1188,294
C03263	1205,294
C01079	1222,294
C02191	1241,294
C03516	1241,314
C04536	1241,328
C11831	1241,345
C02880	1241,363
C06506	1222,337
C06507	1222,352
C06508	1222,368
C06509	1222,384
C06510	1222,406
C04778	1222,463
C03741	1100,381
C02987	1078,434
C00885	1032,306
C16519	1032,319
C05817	1032,337
C02730	1032,354
C03160	1032,367
C15547	1032,380
C03657	1032,392
C13309	1017,405
C05818	1032,405
C02059	1017,419
C00828	1032,419
C03406	1107,448
C00632	942,385
C05634	950,372
C05635	950,385
C05176	973,259
C00286	1066,90
C16353	1026,82
C07480	1046,101
C07481	1046,128
C16357	1002,137
C16358	1013,146
C13747	1079,128
C16356	1079,110
C16365	1096,128
C00921	1125,212
C05922	1125,67
C01268	1105,102
C04732	1105,143
C04332	1105,186
C00314	1260,157
C00534	1260,112
C00627	1234,157
C00647	1234,112
C00847	1276,135
C05923	1125,87
C06148	1125,102
C04874	1125,139
C01300	1125,161
C04807	1125,184
C00415	1125,229
C00504	1125,246
C00440	1218,249
C03479	1178,241
C00664	1198,249
C01762	987,94
C16352	1002,82
C01103	810,127
C00294	966,94
C02350	1024,247
C12248	1024,191
C11821	987,191
C00475	877,171
C00299	877,140
C00380	902,171
C00458	794,203
C00438	772,294
C00337	772,262
C00295	772,229
C00364	850,256
C00363	838,248
C21028	761,256
C00499	1024,372
C00387	1016,94
C07130	1026,137
C00655	987,67
C05267	390,357
C05269	368,357
C00332	347,357
C00353	108,544
C01251	664,465
C05519	897,423
C01242	851,443
C04738	563,31
C01094	463,251
C00446	509,102
C00498	540,143
C00369	540,99
C06156	536,261
C02527	327,486
C04043	1018,216
C01161	1018,230
C00909	144,195
C02165	120,195
C02090	1154,724
C03170	1180,724
C01005	771,319
C01205	711,256
C01694	383,544
C00418	298,508
C00356	788,478
C00568	1138,189
C03677	1052,402
C01236	652,154
C05382	636,239
C00385	987,121
C00366	987,157
C05512	876,124
C00360	901,107
C00559	876,107
C00361	1037,90
C00362	1037,107
C00330	1060,107
C01953	215,606
C05138	238,606
C01227	259,606
C04895	1125,123
C00355	947,203
C03758	988,203
C00547	1030,203
C05577	1030,223
C05588	1072,203
C00788	1050,203
C05583	1092,203
C05589	1062,191
C01693	994,157
C05578	1017,172
C05579	1039,172
C04185	1017,157
C17937	1061,157
C00705	822,203
C00628	964,247
C02167	981,247
C05585	944,247
C00459	838,234
C00826	897,237
C01179	907,247
C00558	743,54
C06462	144,255
C05952	144,245
C15778	339,544
C05440	356,544
C04525	298,544
C15777	324,544
C01010	1189,519
C00460	794,229
C01346	822,229
C05125	678,417
C04272	993,428
C03586	321,622
C15785	112,684
C15786	97,684
C15787	81,684
C15789	81,697
C15790	81,710
C15791	81,724
C15794	25,724
C15798	67,684
C15799	53,684
C15802	25,697
C15803	25,710
C08814	25,738
C01789	134,665
C11393	67,498
C01414	14,544
C11878	89,578
C06087	89,629
C06090	61,573
C00859	61,633
C05441	402,544
C01182	543,578
C01273	458,638
C02923	433,662
C06729	401,722
C06730	417,722
C07100	461,754
C07111	530,757
C11348	559,757
C08060	525,653
C06551	414,583
C06554	428,538
C05382	478,537
C01182	478,578
C00399	554,675
C00390	554,699
C00524	579,675
C06755	692,616
C07075	745,635
C00530	765,727
C06752	692,692
C07084	747,682
C05556	762,597
C01732	691,587
C07085	658,682
C07087	539,682
C07123	500,677
C06762	526,722
C06589	417,638
C02526	437,638
C07214	401,650
C07215	417,650
C06731	433,650
C07211	401,662
C06720	417,662
C01542	433,707
C06760	444,722
C07478	444,707
C07479	477,707
C11354	477,722
C06600	392,754
C07101	438,754
C02124	327,628
C02375	341,628
C07089	356,628
C06728	500,707
C06727	500,757
C08061	507,653
C06552	414,568
C06553	414,553
C06555	428,553
C01010	428,568
C00354	519,551
C05946	739,630
C12836	720,616
C12835	742,616
C12834	762,616
C06597	765,635
C06599	765,671
C06600	765,696
C06754	692,655
C06753	692,673
C19887	735,536
C19888	735,549
C01213	727,663
C00683	727,549
C00988	579,590
C19889	735,579
C00798	579,544
C00313	579,565
C00445	560,565
C00692	516,261
C17542	516,404
C05896	516,445
C04317	435,325
C05212	448,325
C00958	412,325
C02593	454,455
C05274	411,455
C01832	432,455
C06789	400,514
C06790	417,514
C06793	456,514
C06547	489,514
C01050	548,220
C00645	582,303
C01019	471,298
C00322	735,465
C00527	555,476
C01089	757,490
C05688	721,453
C05681	690,393
C05675	713,372
C05676	735,372
C05259	475,357
C05261	454,357
C05263	432,357
C05265	411,357
C00352	536,234
C04691	713,388
C02614	691,516
C04501	536,280
C00894	691,498
C03344	774,520
C01170	592,291
C00532	762,141
C04919	647,31
C06024	667,31
C04121	655,16
C01187	693,16
C04478	732,16
C06251	708,31
C01825	515,144
C01115	515,120
C00718	540,124
C00721	555,87
G00155	474,80
G00156	474,91
G00158	474,131
G00159	455,131
G00143	436,203
G00144	436,171
G00145	453,171
G00146	453,144
G13046	494,66
G00148	494,143
G00149	494,126
G13044	494,112
G13045	494,91
C03892	405,251
C00681	420,194
C03372	420,220
C04780	405,149
C16327	424,149
C16328	441,149
C16330	424,164
C16331	405,164
C16339	405,178
C03715	420,251
C00636	511,211
C01222	471,231
C02985	471,279
C15926	515,178
C02280	471,178
C02741	750,262
C02739	750,239
C21029	735,256
C00379	699,141
C01040	758,93
C00618	733,112
C00617	638,130
C02330	638,71
C00817	765,75
C00310	671,164
C02352	671,111
C00514	715,75
C03033	668,93
C02591	620,120
C05385	668,84
C03794	945,67
C01102	868,474
C06006	952,463
C06007	952,485
C02504	967,442
C04411	967,457
C15980	851,520
C15979	851,505
C15975	888,495
C02939	888,479
C03231	818,478
C01026	899,381
C03345	824,520
C02637	856,388
C03824	838,397
C04405	792,520
C00603	984,461
C06010	967,428
C05557	843,621
C00916	843,700
C00395	867,621
C06181	1056,661
C06594	790,635
C07083	831,682
C20782	831,656
C00601	831,621
C13624	814,671
C13632	780,671
C05552	1018,687
C01063	1066,718
C02656	1090,718
C06250	1042,704
C04188	1057,622
C01137	1029,576
C04281	1076,630
C01165	1106,569
C01419	858,693
C05840	1029,606
C01180	926,622
C00441	868,528
C01077	888,512
C04133	976,545
C00407	952,535
C01250	1032,545
C00449	802,579
C00624	944,545
C05730	1128,724
C00819	954,665
C04076	802,494
C05947	916,630
C06564	843,645
C06565	843,668
C03112	843,683
C12833	790,616
C12831	810,616
C12832	810,635
C13629	797,671
C10700	780,696
C13636	780,727
C01909	994,718
C01037	1018,718
C01092	1042,718
C05921	1018,704
C15651	976,622
C04582	1029,622
C03089	1088,622
C01157	1076,610
C02714	1177,553
C05936	1177,595
C02946	1177,711
C03283	886,528
C06442	886,544
C06231	886,561
C03539	962,528
C04092	818,524
C07086	831,543
C00450	818,485
C03082	792,528
C00408	818,506
C03239	818,543
C03393	1157,198
C06054	1178,198
C06055	1198,198
C07335	1234,198
C11638	1234,178
C03684	1147,123
C04244	1169,133
C03287	1106,640
C05989	645,487
C02798	629,372
C00365	850,229
C00822	967,182
C00388	819,362
C05172	752,422
C01528	721,422
C06711	158,732
C05582	1003,240
C02282	976,644
C00469	629,404
C01218	707,135
C06473	707,119
C00577	743,209
C00714	638,54
C02273	692,54
C00470	666,54
C00333	715,54
C01146	594,611
C05297	314,606
C05290	297,606
C04432	173,471
C03968	420,284
C16317	424,178
C00089	620,135
C00669	929,693
C06112	976,682
C00334	907,712
C00064	937,676
C00101	1156,229
C00234	1178,229
C00445	1198,229
C00439	907,389
C00133	662,433
C00186	691,423
C00827	691,444
C03906	681,130
C00269	405,231
C00137	493,313
C01243	451,313
C01245	451,272
C01220	493,272
C03546	493,290
C04477	434,313
C01284	411,313
C01204	391,313
C04063	465,313
C01272	451,290
C00092	479,298
C04006	479,313
C01194	436,231
C01277	436,251
C00763	1088,589
C00213	1244,495
C01043	1244,516
C02565	1244,537
C00179	1148,527
C00436	1165,544
C01035	1076,738
C02647	1218,738
C03771	1218,580
C15614	154,681
C05448	176,681
C05449	176,694
C05337	176,713
C02528	194,713
C00094	838,315
C00251	907,303
C00078	1000,346
C00108	942,303
C01269	907,336
C00506	917,312
C03506	1000,318
C00957	849,324
C05527	863,310
C06893	569,273
C00001	615,311
C00007	615,336
C00034	628,306
C00080	628,341
C02061	640,311
C02185	640,336
C00190	652,111
C00935	652,130
C00501	567,115
C09804	121,584
C17622	121,570
C17621	121,557
C01500	121,544
C06070	121,597
C06071	121,627
C01433	121,642
C01852	121,657
C03428	134,514
C00448	108,527
C00156	1087,294
C05848	1087,309
C17554	1066,318
C17561	1087,378
C17562	1087,393
C05807	1107,318
C17551	1107,335
C00399	1087,418
C17559	1066,335
C17552	1087,348
C17560	1087,363
C09704	99,514
C16143	75,514
C09621	89,514
C06394	48,514
C09699	20,514
C16829	14,527
C09629	34,514
C02004	61,514
C00794	463,154
C00095	463,171
C00275	511,196
C00410	215,619
C05479	231,619
C05480	248,619
C05484	265,619
C05300	342,606
C05141	342,581
C00951	330,581
C00468	330,606
C00184	511,184
C12126	280,303
C00836	257,303
C12144	257,287
C12145	280,287
C00630	838,434
C03460	779,434
C06000	752,434
C06001	727,434
C06002	727,460
C05895	516,417
C05852	831,346
C04376	808,42
C04640	834,42
C04823	914,42
C04677	940,42
C04734	966,42
C03090	750,42
C03838	778,42
C03373	862,42
C04751	888,42
C15667	875,24
C17938	1039,157
C01060	951,221
C02465	965,221
C02515	937,221
C01829	965,208
C15792	63,724
C15800	39,684
C15801	25,684
C15793	45,724
C00024	602,465
C00033	637,448
C12448	1124,595
C10860	1147,665
C02139	1241,379
C05306	1241,414
C05307	1272,414
C18151	1256,414
C16541	1272,396
C16540	1256,396
C02463	1188,312
C05778	1171,312
C05772	1205,321
C06406	1205,337
C06407	1205,352
C06416	1205,368
C06320	1205,384
C06319	1205,402
C06408	1205,415
C06399	1205,431
C06503	1205,447
C06504	1205,463
C06505	1222,317
C11538	1171,321
C17401	1171,337
C11539	1171,352
C11540	1171,368
C16242	1171,384
C16243	1171,402
C11542	1171,415
C11543	1171,431
C16244	1171,447
C11545	1171,463
C05773	1188,463
C00236	602,291
C00197	602,319
C00074	602,388
C00631	602,354
C00111	569,251
C00118	602,251
C00267	555,154
C00668	587,154
C01252	959,335
C01717	976,335
C03227	942,363
C02700	972,346
C00328	942,346
C05123	934,363
C05672	629,361
C02291	926,500
C00180	467,681
C08301	467,730
C08300	488,730
C02765	511,730
C16719	467,751
C01575	488,751
C04351	511,751
C17268	467,702
C01516	1141,317
G01391	458,79
C00573	371,67
G01945	389,67
G13073	441,67
G13074	458,67
G01977	407,67
G00157	474,106
G00162	459,106
G00163	446,106
G00164	446,125
C00925	446,144
G13034	446,165
G13035	446,189
G13036	446,203
G13037	446,220
G13038	446,244
G13039	446,261
G13040	446,279
G09660	446,294
G02632	446,308
G12626	394,48
G13047	394,61
G13048	412,48
G13049	428,48
G13050	445,48
C16334	370,164
C16336	370,178
C05604	994,182
C00243	524,134
C00679	733,60
C00433	758,60
C00684	783,60
C00545	783,79
C01114	783,101
C00053	854,299
C00993	662,453
C01110	1156,559
C11887	89,612
C11882	89,595
C00641	336,207
C01885	388,194
C00283	838,332
C01438	371,590
C03920	371,561
C04488	371,532
C00876	379,524
C01080	396,524
C04377	405,532
C04330	425,532
C01274	447,532
C01001	469,532
C00862	453,553
C04832	382,584
C04628	382,567
C00311	670,581
C05379	675,616
C00036	575,516
C00158	625,516
C00417	661,546
C00091	596,652
C00042	550,630
C00122	532,597
C00149	538,550
C00026	638,640
G10526	291,110
G00010	344,22
G00011	344,36
C00233	967,495
C04236	967,474
C15556	1080,176
C01262	941,160
C05378	587,215
C02094	83,309
C06098	99,309
C08614	133,309
C13433	133,327
C13453	133,341
C13455	133,359
C06082	133,380
C15970	133,396
C00376	83,285
C00473	83,266
C02110	61,285
C00777	99,285
C08579	116,309
C00223	1209,183
C00811	1209,166
C06561	1189,183
C00509	1171,183
C01477	1171,172
C05608	1209,204
C02646	1209,218
C15804	1209,241
C01514	1189,172
C00323	1260,183
C12203	1293,183
C01197	1260,166
C01494	1276,166
C05619	1293,166
C00482	1310,166
C00411	1310,183
C02666	1276,204
C00590	1276,218
C15805	1276,241
C12204	1293,204
C05610	1310,204
C02325	1310,218
C15806	1310,241
C00406	1276,183
C07303	1260,197
C00755	1260,211
C00630	1242,215
C03648	1188,260
C05904	1209,260
C05903	1171,280
C00389	1193,280
C12137	1228,260
C08276	949,635
C00044	1066,67
C15563	1079,81
C04454	1105,122
C18910	1096,102
C01847	1115,471
C03114	1188,471
C18911	1058,453
C00221	692,121
C03427	83,505
C05662	716,465
C04002	697,465
C19929	900,561
C03871	817,573
C18231	308,572
C07712	308,564
C06032	915,423
C02226	915,404
C02612	819,404
C00065	800,423
C00041	710,433
C00022	602,423
C04442	730,154
C20144	272,634
C14909	272,694
C19944	272,737
C04793	366,737
C04844	444,737
C20199	488,737
C00106	902,140
C00429	932,140
C20231	923,171
C20249	923,192
C20253	923,278
C01013	645,498
C00222	620,498
C00689	600,85
C00029	620,93
C19765	60,455
C19764	60,433
C15857	60,409
C19759	60,384
C15858	60,363
C00596	479,638
C03589	512,638
C08062	494,653
C03453	449,672
C06210	449,662
C00479	601,722
C00566	625,482
C00072	802,93
C01041	822,93
C05422	822,109
C03289	776,93
C00860	780,374
C01929	794,374
C00183	993,476
C01697	483,167
C06311	483,190
C01097	483,204
C01286	602,162
C01216	575,162
C05396	524,167
C01113	524,204
C00576	932,381
C00114	932,404
C16186	802,134
C14899	802,179
C19845	1042,731
C00173	1066,731
C19846	1018,731
C20378	994,731
C20377	969,731
C20376	945,731
C20374	983,745
C20373	959,745
C20372	935,745
C20375	1007,745
C20386	979,704
C19673	911,745
C01209	921,731
C20258	868,544
G00160	438,131
C00426	438,117
C00634	424,131
G00872	365,131
G13041	424,117
G13042	400,117
G12336	400,131
G13043	383,131
C00401	411,140
C01490	391,140
C20248	1155,108
C15996	1170,108
C16675	1187,108
C20239	1140,108
C00331	1000,366
C00954	1000,402
C06019	645,175
C05345	587,184
C01904	692,205
C11062	489,601
C00989	489,712
C00877	347,423
C00984	499,102
C03366	824,494
C16741	851,494
C00230	313,732
C15930	715,41
C20680	571,41
C02426	418,41
C00203	615,280
C00059	838,282
C00320	803,282
C00155	926,528
C00021	962,552
C00124	483,102
C00880	502,162
C03383	468,162
C00208	572,77
C01083	630,77
C01416	1101,595
C06171	1141,285
C06172	1123,285
C06173	1102,285
C00011	469,590
C00058	440,590
C00141	993,442
C15977	897,434
C19886	735,516
C00956	735,494
C00188	868,453
C00037	868,423
C00100	727,498
C00163	757,498
C04462	868,579
C04421	868,597
C05539	847,561
C04390	847,579
C03972	868,561
C00666	847,597
C00090	333,681
C02501	409,672
C00682	380,628
C00345	707,154
C01172	609,154
C06337	287,754
C06318	313,754
C07103	327,754
C21105	372,754
C15650	1004,622
C15606	949,622
C20775	645,516
C01042	710,611
C12270	710,635
C20776	710,673
C04556	1114,57
C04752	1166,57
C01081	1166,27
C00378	1166,9
C01279	1114,8
C05856	1201,9
C02892	1230,9
C00068	1186,27
C03028	1217,27
C04294	1135,27
C04327	1135,42
C20784	1245,41
C20246	1209,61
C15809	1183,73
C15814	1209,86
C11437	1234,79
C15812	1184,98
C15813	1209,105
C15810	1234,105
C15811	1150,98
C20525	35,567
C20526	35,588
C20527	35,608
C20529	35,629
C20530	54,629
C11863	61,609
C11874	61,586
C11857	61,597
C05427	108,561
C06089	61,561
C11901	89,561
C11894	75,561
C00931	1129,294
C01024	1157,294
C00974	1171,260
C08606	155,309
C13431	155,327
C15867	60,329
C08613	60,309
C19892	41,309
C08607	16,309
C19795	34,347
C15886	34,333
C15887	34,320
C15888	34,301
C15874	34,364
